Course URL,Course Name,Learning Product Type,Course Provided By,Course Rating,Course Rated By,Enrolled Student Count,Course Difficulty
https://www.coursera.org/specializations/security-google-cloud-platform,Security in Google Cloud Platform,SPECIALIZATION,Google Cloud,4.7,30217,310k,Intermediate
https://www.coursera.org/specializations/networking-google-cloud-platform,Networking in Google Cloud,SPECIALIZATION,Google Cloud,4.7,30238,310k,Intermediate
https://www.coursera.org/specializations/finance-quantitative-modeling-analysts,Finance & Quantitative Modeling for Analysts,SPECIALIZATION,University of Pennsylvania,4.5,10497,270k,Beginner
https://www.coursera.org/learn/covid-19-contact-tracing,COVID-19 Contact Tracing,COURSE,Johns Hopkins University,4.9,18742,330k,Beginner
https://www.coursera.org/specializations/business-analytics,Business Analytics,SPECIALIZATION,University of Pennsylvania,4.6,12651,290k,Beginner
https://www.coursera.org/professional-certificates/google-it-automation,Google IT Automation with Python,PROFESSIONAL CERTIFICATE,Google,4.7,6099,110k,Beginner
https://www.coursera.org/specializations/wharton-business-financial-modeling,Business and Financial Modeling,SPECIALIZATION,University of Pennsylvania,4.5,7067,170k,Beginner
https://www.coursera.org/specializations/data-science-python,Applied Data Science with Python,SPECIALIZATION,University of Michigan,4.5,21017,500k,Intermediate
https://www.coursera.org/specializations/graphic-design,Graphic Design,SPECIALIZATION,California Institute of the Arts,4.7,9711,350k,Beginner
https://www.coursera.org/learn/introduction-psychology,Introduction to Psychology,COURSE,Yale University,4.9,6833,290k,Beginner
https://www.coursera.org/specializations/tensorflow-in-practice,TensorFlow in Practice,SPECIALIZATION,deeplearning.ai,4.7,10721,170k,Intermediate
https://www.coursera.org/specializations/digital-marketing,Digital Marketing,SPECIALIZATION,University of Illinois at Urbana-Champaign,4.6,10970,390k,Beginner
https://www.coursera.org/professional-certificates/ai-engineer,IBM AI Engineering,PROFESSIONAL CERTIFICATE,IBM,4.6,9047,140k,Intermediate
https://www.coursera.org/specializations/project-management,Project Management Principles and Practices,SPECIALIZATION,"University of California, Irvine",4.7,13666,240k,Beginner
https://www.coursera.org/specializations/python-3-programming,Python 3 Programming,SPECIALIZATION,University of Michigan,4.7,7357,130k,Beginner
https://www.coursera.org/specializations/positivepsychology,Foundations of Positive Psychology,SPECIALIZATION,University of Pennsylvania,4.8,4068,91k,Beginner
https://www.coursera.org/specializations/project-management-success,Project Management & Other Tools for Career Development,SPECIALIZATION,"University of California, Irvine",4.6,16685,450k,Beginner
https://www.coursera.org/specializations/wharton-entrepreneurship,Entrepreneurship,SPECIALIZATION,University of Pennsylvania,4.8,3805,110k,Beginner
https://www.coursera.org/specializations/improve-english,Improve Your English Communication Skills,SPECIALIZATION,Georgia Institute of Technology,4.7,9540,640k,Beginner
https://www.coursera.org/specializations/excel-mysql,Excel to MySQL: Analytic Techniques for Business,SPECIALIZATION,Duke University,4.6,10988,490k,Beginner
https://www.coursera.org/specializations/uva-darden-digital-product-management,Digital Product Management,SPECIALIZATION,University of Virginia,4.7,3708,150k,Beginner
https://www.coursera.org/specializations/web-design,Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,University of Michigan,4.7,17680,290k,Beginner
https://www.coursera.org/learn/technical-support-fundamentals,Technical Support Fundamentals,COURSE,Google,4.8,32572,300k,Beginner
https://www.coursera.org/learn/psychological-first-aid,Psychological First Aid,COURSE,Johns Hopkins University,4.8,7259,200k,Mixed
https://www.coursera.org/learn/negotiation-skills,Successful Negotiation: Essential Strategies and Skills,COURSE,University of Michigan,4.8,9060,770k,Mixed
https://www.coursera.org/specializations/pwc-analytics,Data Analysis and Presentation Skills: the PwC Approach,SPECIALIZATION,PwC,4.6,8000,220k,Beginner
https://www.coursera.org/specializations/java-programming,Java Programming and Software Engineering Fundamentals,SPECIALIZATION,Duke University,4.6,10888,390k,Beginner
https://www.coursera.org/specializations/ui-ux-design,UI / UX Design,SPECIALIZATION,California Institute of the Arts,4.7,2333,73k,Beginner
https://www.coursera.org/learn/python,Programming for Everybody (Getting Started with Python),COURSE,University of Michigan,4.8,115273,1.4m,Mixed
https://www.coursera.org/specializations/mathematics-machine-learning,Mathematics for Machine Learning,SPECIALIZATION,Imperial College London,4.6,7158,160k,Beginner
https://www.coursera.org/specializations/seo,Search Engine Optimization (SEO),SPECIALIZATION,"University of California, Davis",4.6,5227,120k,Beginner
https://www.coursera.org/specializations/human-resource-management,Human Resource Management: HR for People Managers,SPECIALIZATION,University of Minnesota,4.7,5049,100k,Beginner
https://www.coursera.org/specializations/career-success,Career Success,SPECIALIZATION,"University of California, Irvine",4.4,20975,800k,Beginner
https://www.coursera.org/specializations/supply-chain-management,Supply Chain Management,SPECIALIZATION,Rutgers the State University of New Jersey,4.7,4861,87k,Beginner
https://www.coursera.org/learn/negotiation,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,COURSE,Yale University,4.9,2649,250k,Mixed
https://www.coursera.org/specializations/social-media-marketing,Social Media Marketing,SPECIALIZATION,Northwestern University,4.6,3896,130k,Beginner
https://www.coursera.org/specializations/construction-management,Construction Management,SPECIALIZATION,Columbia University,4.7,3482,62k,Beginner
https://www.coursera.org/professional-certificates/arizona-state-university-tesol,Arizona State University TESOL,PROFESSIONAL CERTIFICATE,Arizona State University,4.9,8205,150k,Beginner
https://www.coursera.org/learn/ai-for-everyone,AI For Everyone,COURSE,deeplearning.ai,4.8,17273,380k,Beginner
https://www.coursera.org/specializations/wharton-success,Achieving Personal and Professional Success,SPECIALIZATION,University of Pennsylvania,4.7,2008,110k,Beginner
https://www.coursera.org/specializations/data-visualization,Data Visualization with Tableau,SPECIALIZATION,"University of California, Davis",4.5,4499,98k,Beginner
https://www.coursera.org/specializations/aws-fundamentals,AWS Fundamentals,SPECIALIZATION,Amazon Web Services,4.6,6456,130k,Beginner
https://www.coursera.org/learn/neural-networks-deep-learning,Neural Networks and Deep Learning,COURSE,deeplearning.ai,4.9,82112,650k,Intermediate
https://www.coursera.org/specializations/ai-foundations-for-everyone,AI Foundations for Everyone,SPECIALIZATION,IBM,4.7,4186,65k,Beginner
https://www.coursera.org/specializations/product-management,Software Product Management,SPECIALIZATION,University of Alberta,4.6,7170,120k,Beginner
https://www.coursera.org/learn/sciwrite,Writing in the Sciences,COURSE,Stanford University,4.9,2710,140k,Beginner
https://www.coursera.org/specializations/ai-for-medicine,AI for Medicine,SPECIALIZATION,deeplearning.ai,4.7,611,15k,Intermediate
https://www.coursera.org/specializations/academic-english,Academic English: Writing,SPECIALIZATION,"University of California, Irvine",4.7,11918,550k,Beginner
https://www.coursera.org/specializations/algorithms,Algorithms,SPECIALIZATION,Stanford University,4.8,4226,150k,Intermediate
https://www.coursera.org/learn/bcg-uva-darden-digital-transformation,Digital Transformation,COURSE,BCG,4.8,2496,68k,Beginner
https://www.coursera.org/specializations/leading-teams,Leading People and Teams,SPECIALIZATION,University of Michigan,4.7,5723,220k,Beginner
https://www.coursera.org/specializations/creative-writing,Creative Writing,SPECIALIZATION,Wesleyan University,4.6,3003,140k,Beginner
https://www.coursera.org/specializations/agile-development,Agile Development,SPECIALIZATION,University of Virginia,4.7,2156,96k,Beginner
https://www.coursera.org/learn/brand,"Brand Management: Aligning Business, Brand and Behaviour",COURSE,University of London,4.9,1503,62k,Beginner
https://www.coursera.org/specializations/wharton-fintech,Fintech: Foundations & Applications of Financial Technology,SPECIALIZATION,University of Pennsylvania,4.6,1173,21k,Beginner
https://www.coursera.org/specializations/tesol,"TESOL Certificate, Part 1: Teach English Now!",SPECIALIZATION,Arizona State University,4.9,7738,110k,Beginner
https://www.coursera.org/learn/food-and-health,Stanford Introduction to Food and Health,COURSE,Stanford University,4.7,13942,380k,Beginner
https://www.coursera.org/specializations/genomic-data-science,Genomic Data Science,SPECIALIZATION,Johns Hopkins University,4.4,3377,82k,Intermediate
https://www.coursera.org/professional-certificate/applied-project-management,UCI Project Management,PROFESSIONAL CERTIFICATE,"University of California, Irvine",4.6,229,Missing,Beginner
https://www.coursera.org/specializations/statistics,Statistics with R,SPECIALIZATION,Duke University,4.7,4796,230k,Beginner
https://www.coursera.org/learn/pap,Primeros Auxilios Psicológicos (PAP),COURSE,Universitat Autònoma de Barcelona,4.8,4993,280k,Mixed
https://www.coursera.org/specializations/reinforcement-learning,Reinforcement Learning,SPECIALIZATION,University of Alberta,4.7,1252,24k,Intermediate
https://www.coursera.org/specializations/professional-epidemiology,Epidemiology in Public Health Practice,SPECIALIZATION,Johns Hopkins University,4.7,1803,32k,Beginner
https://www.coursera.org/specializations/learn-sql-basics-data-science,Learn SQL Basics for Data Science,SPECIALIZATION,"University of California, Davis",4.6,4851,170k,Beginner
https://www.coursera.org/specializations/gis,Geographic Information Systems  (GIS),SPECIALIZATION,"University of California, Davis",4.8,4024,98k,Beginner
https://www.coursera.org/specializations/data-structures-algorithms,Data Structures and Algorithms,SPECIALIZATION,National Research University Higher School of Economics,4.6,8822,310k,Intermediate
https://www.coursera.org/specializations/healthcare-administration-management,The Business of Health Care,SPECIALIZATION,University of Pennsylvania,4.6,784,23k,Beginner
https://www.coursera.org/learn/wharton-contagious-viral-marketing,Viral Marketing and How to Craft Contagious Content,COURSE,University of Pennsylvania,4.7,3574,150k,Mixed
https://www.coursera.org/learn/gcp-fundamentals,Google Cloud Platform Fundamentals: Core Infrastructure,COURSE,Google Cloud,4.7,29945,310k,Intermediate
https://www.coursera.org/specializations/object-oriented-programming,Object Oriented Programming in Java,SPECIALIZATION,Duke University,4.6,8814,330k,Beginner
https://www.coursera.org/learn/uva-darden-financial-accounting,Financial Accounting Fundamentals,COURSE,University of Virginia,4.8,1122,68k,Beginner
https://www.coursera.org/specializations/diy-musician,The DIY Musician,SPECIALIZATION,Berklee College of Music,4.7,1953,120k,Beginner
https://www.coursera.org/learn/teach-online,Learning to Teach Online,COURSE,UNSW Sydney (The University of New South Wales),4.7,900,75k,Beginner
https://www.coursera.org/specializations/investment-management,Investment Management,SPECIALIZATION,University of Geneva,4.7,4153,100k,Beginner
https://www.coursera.org/specializations/it-fundamentals-cybersecurity,IT Fundamentals for Cybersecurity,SPECIALIZATION,IBM,4.5,1820,41k,Beginner
https://www.coursera.org/learn/what-is-datascience,What is Data Science?,COURSE,IBM,4.7,33770,270k,Beginner
https://www.coursera.org/specializations/social-science,Methods and Statistics in Social Sciences,SPECIALIZATION,University of Amsterdam,4.6,4388,270k,Beginner
https://www.coursera.org/learn/mafash,Management of Fashion and Luxury Companies,COURSE,Università Bocconi,4.7,2964,120k,Mixed
https://www.coursera.org/specializations/regulatory-compliance,Regulatory Compliance,SPECIALIZATION,University of Pennsylvania,4.8,681,13k,Intermediate
https://www.coursera.org/learn/social-psychology,Social Psychology,COURSE,Wesleyan University,4.7,1430,240k,Beginner
https://www.coursera.org/specializations/music-production,Music Production,SPECIALIZATION,Berklee College of Music,4.8,1625,72k,Beginner
https://www.coursera.org/learn/uva-darden-project-management,Fundamentals of Project Planning and Management,COURSE,University of Virginia,4.7,3165,130k,Beginner
https://www.coursera.org/specializations/business-music-production,The Business of Music Production,SPECIALIZATION,Berklee College of Music,4.8,2806,86k,Beginner
https://www.coursera.org/specializations/full-stack-react,Full-Stack Web Development with React,SPECIALIZATION,The Hong Kong University of Science and Technology,4.7,5373,150k,Intermediate
https://www.coursera.org/learn/uva-darden-design-thinking-innovation,Design Thinking for Innovation,COURSE,University of Virginia,4.6,4270,250k,Beginner
https://www.coursera.org/specializations/strategic-leadership,Strategic Leadership and Management,SPECIALIZATION,University of Illinois at Urbana-Champaign,4.7,4106,100k,Beginner
https://www.coursera.org/specializations/business-statistics-analysis,Business Statistics and Analysis,SPECIALIZATION,Rice University,4.7,5565,120k,Beginner
https://www.coursera.org/specializations/photography-basics,Photography Basics and Beyond: From Smartphone to DSLR,SPECIALIZATION,Michigan State University,4.7,3077,170k,Beginner
https://www.coursera.org/learn/learn-korean,First Step Korean,COURSE,Yonsei University,4.9,14087,420k,Beginner
https://www.coursera.org/learn/modern-art-ideas,Modern Art & Ideas,COURSE,The Museum of Modern Art,4.7,4090,320k,Beginner
https://www.coursera.org/learn/excel-essentials,Excel Skills for Business: Essentials,COURSE,Macquarie University,4.9,13748,220k,Beginner
https://www.coursera.org/specializations/networking-basics,Cisco Networking Basics,SPECIALIZATION,Cisco,4.7,3118,58k,Beginner
https://www.coursera.org/learn/learning-how-to-learn,Learning How to Learn: Powerful mental tools to help you master tough subjects,COURSE,McMaster University,4.8,58676,2.3m,Mixed
https://www.coursera.org/learn/indigenous-canada,Indigenous Canada,COURSE,University of Alberta,4.8,1721,52k,Mixed
https://www.coursera.org/specializations/aml,Advanced Machine Learning,SPECIALIZATION,National Research University Higher School of Economics,4.5,3002,200k,Advanced
https://www.coursera.org/learn/camino-excelencia-gestion-proyectos,Camino a la Excelencia en Gestión de Proyectos,COURSE,Pontificia Universidad Católica de Chile,4.7,3984,210k,Beginner
https://www.coursera.org/learn/python-data,Python Data Structures,COURSE,University of Michigan,4.9,55027,450k,Mixed
https://www.coursera.org/specializations/singer-songwriter,The Singer Songwriter,SPECIALIZATION,Berklee College of Music,4.8,2969,320k,Beginner
https://www.coursera.org/learn/fashion-design,Fashion as Design,COURSE,The Museum of Modern Art,4.8,1455,190k,Beginner
https://www.coursera.org/learn/photography,Seeing Through Photographs,COURSE,The Museum of Modern Art,4.8,3047,350k,Mixed
https://www.coursera.org/specializations/business-strategy,Business Strategy,SPECIALIZATION,University of Virginia,4.7,2274,91k,Beginner
https://www.coursera.org/specializations/full-stack-mobile-app-development,Full Stack Web and Multiplatform Mobile App Development,SPECIALIZATION,The Hong Kong University of Science and Technology,4.7,5384,160k,Intermediate
https://www.coursera.org/learn/google-cbrs-cpi-training,Become a CBRS Certified Professional Installer by Google,COURSE,Google - Spectrum Sharing,4.9,59,82k,Mixed
https://www.coursera.org/learn/private-equity,Private Equity and Venture Capital,COURSE,Università Bocconi,4.8,3740,74k,Mixed
https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,Machine Learning with TensorFlow on Google Cloud Platform,SPECIALIZATION,Google Cloud,4.5,7101,24k,Intermediate
https://www.coursera.org/specializations/michiganux,User Experience Research and Design,SPECIALIZATION,University of Michigan,4.8,686,24k,Beginner
https://www.coursera.org/specializations/cs-fundamentals,Accelerated Computer Science Fundamentals,SPECIALIZATION,University of Illinois at Urbana-Champaign,4.7,1040,78k,Intermediate
https://www.coursera.org/specializations/machine-learning-data-analysis,Машинное обучение и анализ данных,SPECIALIZATION,E-Learning Development Fund,4.7,5535,59k,Intermediate
https://www.coursera.org/learn/food-beverage-management,Food & Beverage Management,COURSE,Università Bocconi,4.8,1912,Missing,Mixed
https://www.coursera.org/specializations/learn-spanish,Learn Spanish: Basic Spanish Vocabulary,SPECIALIZATION,"University of California, Davis",4.6,1202,84k,Beginner
https://www.coursera.org/learn/deep-neural-network,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",COURSE,deeplearning.ai,4.9,48687,280k,Beginner
https://www.coursera.org/specializations/anatomy,Anatomy,SPECIALIZATION,University of Michigan,4.8,856,32k,Beginner
https://www.coursera.org/learn/uva-darden-market-analytics,Marketing Analytics,COURSE,University of Virginia,4.6,3114,170k,Beginner
https://www.coursera.org/specializations/statistics-with-python,Statistics with Python,SPECIALIZATION,University of Michigan,4.6,1205,37k,Beginner
https://www.coursera.org/specializations/managing-innovation-design-thinking,Managing Innovation and Design Thinking,SPECIALIZATION,HEC Paris,4.7,771,25k,Beginner
https://www.coursera.org/specializations/biostatistics-public-health,Biostatistics in Public Health,SPECIALIZATION,Johns Hopkins University,4.8,680,15k,Beginner
https://www.coursera.org/specializations/electronic-music-production,Electronic Music Production,SPECIALIZATION,Berklee College of Music,4.8,1793,110k,Intermediate
https://www.coursera.org/specializations/organizational-leadership,Organizational Leadership,SPECIALIZATION,Northwestern University,4.7,2465,93k,Intermediate
https://www.coursera.org/specializations/big-data,Big Data,SPECIALIZATION,University of California San Diego,4.5,8867,210k,Beginner
https://www.coursera.org/specializations/g-suite-administration,G Suite Administration,SPECIALIZATION,Google Cloud,4.7,1067,11k,Beginner
https://www.coursera.org/specializations/interaction-design,Interaction Design,SPECIALIZATION,University of California San Diego,4.5,3232,150k,Intermediate
https://www.coursera.org/specializations/executive-data-science,Executive Data Science,SPECIALIZATION,Johns Hopkins University,4.5,7637,170k,Beginner
https://www.coursera.org/specializations/excel-vba-creative-problem-solving,Excel/VBA for Creative Problem Solving,SPECIALIZATION,University of Colorado Boulder,4.8,2036,58k,Beginner
https://www.coursera.org/specializations/investment-management-python-machine-learning,Investment Management with Python and Machine Learning,SPECIALIZATION,EDHEC Business School,4.6,494,15k,Beginner
https://www.coursera.org/learn/game-theory-1,Game Theory,COURSE,Stanford University,4.6,2977,270k,Beginner
https://www.coursera.org/specializations/effective-business-communication,"Effective Communication: Writing, Design, and Presentation",SPECIALIZATION,University of Colorado Boulder,4.7,2903,110k,Beginner
https://www.coursera.org/specializations/introduction-intellectual-property,Intellectual Property Law,SPECIALIZATION,University of Pennsylvania,4.8,357,9.2k,Intermediate
https://www.coursera.org/learn/computer-networking,The Bits and Bytes of Computer Networking,COURSE,Google,4.7,13998,130k,Beginner
https://www.coursera.org/learn/open-source-tools-for-data-science,Tools for Data Science,COURSE,IBM,4.6,17360,120k,Beginner
https://www.coursera.org/learn/science-exercise,Science of Exercise,COURSE,University of Colorado Boulder,4.8,1732,150k,Beginner
https://www.coursera.org/specializations/data-science-statistics-machine-learning,Data Science: Statistics and Machine Learning,SPECIALIZATION,Johns Hopkins University,4.4,5892,220k,Intermediate
https://www.coursera.org/specializations/immunology,Fundamentals of Immunology,SPECIALIZATION,Rice University,4.7,576,22k,Intermediate
https://www.coursera.org/specializations/six-sigma-fundamentals,Six Sigma Yellow Belt,SPECIALIZATION,University System of Georgia,4.6,2618,40k,Beginner
https://www.coursera.org/learn/american-law,An Introduction to American Law,COURSE,University of Pennsylvania,4.8,2742,110k,Beginner
https://www.coursera.org/specializations/iot,An Introduction to Programming the Internet of Things (IOT),SPECIALIZATION,"University of California, Irvine",4.6,11004,280k,Beginner
https://www.coursera.org/specializations/scala,Functional Programming in Scala,SPECIALIZATION,École Polytechnique Fédérale de Lausanne,4.7,9254,220k,Intermediate
https://www.coursera.org/specializations/wharton-global-business-strategy,Business Strategies for A Better World,SPECIALIZATION,University of Pennsylvania,4.7,1046,25k,Beginner
https://www.coursera.org/learn/python-for-applied-data-science-ai,Python for Data Science and AI,COURSE,IBM,4.6,16126,180k,Beginner
https://www.coursera.org/learn/clinical-trials,Design and Interpretation of Clinical Trials,COURSE,Johns Hopkins University,4.7,2256,68k,Mixed
https://www.coursera.org/specializations/good-with-words,Good with Words: Writing and Editing,SPECIALIZATION,University of Michigan,4.5,50,5.9k,Beginner
https://www.coursera.org/specializations/advanced-data-science-ibm,Advanced Data Science with IBM,SPECIALIZATION,IBM,4.4,1854,73k,Advanced
https://www.coursera.org/specializations/the-art-of-sales-mastering-the-selling-process,The Art of Sales: Mastering the Selling Process,SPECIALIZATION,Northwestern University,4.7,598,24k,Beginner
https://www.coursera.org/specializations/self-driving-cars,Self-Driving Cars,SPECIALIZATION,University of Toronto,4.7,1100,49k,Advanced
https://www.coursera.org/learn/content-marketing,The Strategy of Content Marketing,COURSE,"University of California, Davis",4.5,1388,110k,Intermediate
https://www.coursera.org/learn/wharton-marketing,Introduction to Marketing,COURSE,University of Pennsylvania,4.8,8889,230k,Mixed
https://www.coursera.org/learn/financial-engineering-1,Financial Engineering and Risk Management Part I,COURSE,Columbia University,4.6,1936,330k,Mixed
https://www.coursera.org/learn/html-css-javascript-for-web-developers,"HTML, CSS, and Javascript for Web Developers",COURSE,Johns Hopkins University,4.8,6585,250k,Mixed
https://www.coursera.org/specializations/machine-learning-trading,Machine Learning for Trading,SPECIALIZATION,Google Cloud,3.9,527,16k,Intermediate
https://www.coursera.org/specializations/c-programming,Introduction to Programming in C,SPECIALIZATION,Duke University,4.6,3056,88k,Beginner
https://www.coursera.org/specializations/financial-management,Financial Management,SPECIALIZATION,University of Illinois at Urbana-Champaign,4.7,3027,78k,Intermediate
https://www.coursera.org/specializations/web-applications,Web Applications for Everybody,SPECIALIZATION,University of Michigan,4.8,3767,120k,Intermediate
https://www.coursera.org/specializations/become-an-emt,Become an EMT,SPECIALIZATION,University of Colorado System,4.8,464,16k,Beginner
https://www.coursera.org/specializations/statistical-analysis-r-public-health,Statistical Analysis with R for Public Health,SPECIALIZATION,Imperial College London,4.7,617,17k,Beginner
https://www.coursera.org/specializations/engineering-project-management,Engineering Project Management,SPECIALIZATION,Rice University,4.7,1232,33k,Beginner
https://www.coursera.org/specializations/futures-thinking,Futures Thinking,SPECIALIZATION,Institute for the Future,4.8,328,10k,Beginner
https://www.coursera.org/learn/fundamentals-of-graphic-design,Fundamentals of Graphic Design,COURSE,California Institute of the Arts,4.8,8300,310k,Beginner
https://www.coursera.org/specializations/marketing-mix,Marketing Mix Implementation,SPECIALIZATION,IE Business School,4.6,2818,95k,Beginner
https://www.coursera.org/learn/gcp-big-data-ml-fundamentals,Google Cloud Platform Big Data and Machine Learning Fundamentals,COURSE,Google Cloud,4.6,10607,120k,Intermediate
https://www.coursera.org/learn/childnutrition,Child Nutrition and Cooking,COURSE,Stanford University,4.7,6260,370k,Beginner
https://www.coursera.org/learn/vital-signs,Vital Signs: Understanding What the Body Is Telling Us,COURSE,University of Pennsylvania,4.8,3101,190k,Mixed
https://www.coursera.org/specializations/c-plus-plus-modern-development,Искусство разработки на современном C++,SPECIALIZATION,E-Learning Development Fund,4.9,2241,43k,Intermediate
https://www.coursera.org/learn/wharton-quantitative-modeling,Fundamentals of Quantitative Modeling,COURSE,University of Pennsylvania,4.6,5774,110k,Mixed
https://www.coursera.org/specializations/blockchain-revolution-enterprise,Blockchain Revolution,SPECIALIZATION,INSEAD,4.7,1015,22k,Beginner
https://www.coursera.org/learn/forensic-accounting,Forensic Accounting and Fraud Examination,COURSE,West Virginia University,4.7,2183,43k,Mixed
https://www.coursera.org/learn/moral-politics,Moral Foundations of Politics,COURSE,Yale University,4.8,2186,100k,Mixed
https://www.coursera.org/learn/finding-purpose-and-meaning-in-life,Finding Purpose and Meaning In Life: Living for What Matters Most,COURSE,University of Michigan,4.8,188,39k,Beginner
https://www.coursera.org/specializations/computer-fundamentals,Fundamentals of Computing,SPECIALIZATION,Rice University,4.8,3130,200k,Beginner
https://www.coursera.org/professional-certificates/sas-programming,SAS Programmer,PROFESSIONAL CERTIFICATE,SAS,4.8,1015,24k,Beginner
https://www.coursera.org/specializations/discrete-mathematics,Introduction to Discrete Mathematics for Computer Science,SPECIALIZATION,National Research University Higher School of Economics,4.5,1490,79k,Beginner
https://www.coursera.org/specializations/intermediate-grammar,Learn English: Intermediate Grammar,SPECIALIZATION,"University of California, Irvine",4.7,2297,130k,Intermediate
https://www.coursera.org/learn/womens-health-human-rights,International Women's Health and Human Rights,COURSE,Stanford University,4.8,508,37k,Beginner
https://www.coursera.org/specializations/machine-learning,Machine Learning,SPECIALIZATION,University of Washington,4.6,12050,300k,Intermediate
https://www.coursera.org/learn/etudier-en-france,Étudier en France: French Intermediate course B1-B2,COURSE,École Polytechnique,4.8,1715,190k,Intermediate
https://www.coursera.org/learn/careerdevelopment,English for Career Development,COURSE,University of Pennsylvania,4.8,5434,800k,Mixed
https://www.coursera.org/specializations/investment-portolio-management,Investment and Portfolio Management,SPECIALIZATION,Rice University,4.5,1171,50k,Beginner
https://www.coursera.org/learn/python-data-analysis,Introduction to Data Science in Python,COURSE,University of Michigan,4.5,17578,400k,Intermediate
https://www.coursera.org/learn/python-crash-course,Crash Course on Python,COURSE,Google,4.8,5150,92k,Beginner
https://www.coursera.org/specializations/business-english,Business English Communication Skills,SPECIALIZATION,University of Washington,4.7,1792,120k,Intermediate
https://www.coursera.org/specializations/six-sigma-green-belt,Six Sigma Green Belt,SPECIALIZATION,University System of Georgia,4.7,1402,20k,Intermediate
https://www.coursera.org/learn/project-management,Project Launch,COURSE,"University of California, Irvine",4.7,206,40k,Beginner
https://www.coursera.org/specializations/hsk-learn-chinese,Learn Chinese: HSK Test Preparation,SPECIALIZATION,Peking University,4.8,1231,39k,Beginner
https://www.coursera.org/specializations/finansovyye-instrumenty,Финансовые инструменты для частного инвестора,SPECIALIZATION,National Research University Higher School of Economics,4.7,1401,220k,Beginner
https://www.coursera.org/learn/machine-learning-projects,Structuring Machine Learning Projects,COURSE,deeplearning.ai,4.8,39251,100k,Beginner
https://www.coursera.org/specializations/inspired-leadership,Inspired Leadership,SPECIALIZATION,Case Western Reserve University,4.7,1130,33k,Intermediate
https://www.coursera.org/specializations/intro-cyber-security,Introduction to Cyber Security,SPECIALIZATION,New York University,4.7,1473,320k,Beginner
